time_s,voltage_v
0.016900,0.508326
0.017000,0.540850
0.017100,0.655454
0.017200,0.666108
0.017300,0.679273
0.017400,0.724222
0.017500,0.840096
0.017600,0.949504
0.017700,0.913349
0.017800,0.929955
0.017900,0.976505
0.018000,1.049712
0.018100,1.013562
0.018200,0.996352
0.018300,1.082807
0.018400,1.056000
0.018500,1.115104
0.018600,1.048138
0.018700,0.975560
0.018800,0.963577
0.018900,1.107386
0.019000,1.101790
0.019100,0.995577
0.019200,0.972778
0.019300,1.051091
0.019400,0.907697
0.019500,0.902532
0.019600,0.963072
0.019700,0.894447
0.019800,0.897024
0.019900,0.872225
0.020000,0.880568
0.020100,0.917673
0.020200,0.835875
0.020300,0.848126
0.020400,0.698618
0.020500,0.784557
0.020600,0.731401
0.020700,0.699909
0.020800,0.704939
0.020900,0.720824
0.021000,0.772652
0.021100,0.650451
0.021200,0.708730
0.021300,0.673850
0.021400,0.672872
0.021500,0.730828
0.021600,0.699160
0.021700,0.730709
0.021800,0.647606
0.021900,0.611824
0.022000,0.626407
0.022100,0.640289
0.022200,0.627047
0.022300,0.553453
0.022400,0.600974
0.022500,0.595892
0.022600,0.697584
0.022700,0.651938
0.022800,0.500947
0.022900,0.513865
0.023000,0.438799
0.023100,0.465296
0.023200,0.492622
0.023300,0.518335
0.023400,0.402031
0.023500,0.385524
0.023600,0.289990
0.023700,0.367803
0.023800,0.300943
0.023900,0.305360
0.024000,0.265493
0.024100,0.281963
0.024200,0.176063
0.024300,0.167902
0.024400,0.325144
0.024500,0.131949
0.024600,0.119409
0.024700,0.244381
0.024800,0.276496
0.024900,0.051840
0.025000,0.071684
0.025100,0.087375
0.025200,0.137463
0.025300,-0.017064
0.025400,0.001762
0.025500,0.035095
0.025600,0.000568
0.025700,-0.057047
0.025800,-0.061752
0.025900,-0.140480
0.026000,-0.100278
0.026100,-0.118401
0.026200,-0.110393
0.026300,-0.167027
0.026400,-0.133422
0.026500,-0.124721
0.026600,-0.186704
0.026700,-0.196906
0.026800,-0.232888
0.026900,-0.257753
0.027000,-0.317325
0.027100,-0.290294
0.027200,-0.337329
0.027300,-0.255700
0.027400,-0.311189
0.027500,-0.401703
0.027600,-0.491940
0.027700,-0.543843
0.027800,-0.464711
0.027900,-0.548726
0.028000,-0.576917
0.028100,-0.728566
0.028200,-0.636591
0.028300,-0.702919
0.028400,-0.824699
0.028500,-0.836938
0.028600,-0.844772
0.028700,-0.900083
0.028800,-0.961940
0.028900,-0.996713
0.029000,-1.047619
0.029100,-1.069826
0.029200,-1.044938
0.029300,-1.286192
0.029400,-1.206999
0.029500,-1.221242
0.029600,-1.247458
0.029700,-1.309998
0.029800,-1.405022
0.029900,-1.322908
0.030000,-1.271118
0.030100,-1.448148
0.030200,-1.337787
0.030300,-1.402269
0.030400,-1.388932
0.030500,-1.433539
0.030600,-1.387533
0.030700,-1.290528
0.030800,-1.305874
0.030900,-1.222616
0.031000,-1.219360
0.031100,-1.220119
0.031200,-1.113666
0.031300,-1.132793
0.031400,-1.062493
0.031500,-1.063355
0.031600,-0.985568
0.031700,-0.960151
0.031800,-0.808511
0.031900,-0.846281
0.032000,-0.674650
0.032100,-0.647112
0.032200,-0.500640
0.032300,-0.441510
0.032400,-0.306525
0.032500,-0.278610
0.032600,-0.310866
0.032700,-0.152686
0.032800,-0.125405
0.032900,-0.010999
0.033000,0.170968
0.033100,0.206152
0.033200,0.216196
0.033300,0.274964
0.033400,0.399106
0.033500,0.405459
0.033600,0.498276
0.033700,0.609461
0.033800,0.709922
0.033900,0.736980
0.034000,0.642308
0.034100,0.818258
0.034200,0.848572
0.034300,0.903319
0.034400,0.996811
0.034500,0.841965
0.034600,0.940512
0.034700,1.020457
0.034800,0.928705
0.034900,1.094631
0.035000,1.048649
0.035100,1.078501
0.035200,1.010321
0.035300,1.079239
0.035400,1.088885
0.035500,1.041495
0.035600,1.033701
0.035700,1.025629
0.035800,0.957341
0.035900,0.980054
0.036000,0.965508
0.036100,0.977037
0.036200,0.991859
0.036300,0.872433
0.036400,0.902304
0.036500,0.965716
0.036600,0.837622
0.036700,0.817072
0.036800,0.852043
0.036900,0.868362
0.037000,0.811495
0.037100,0.862787
0.037200,0.825276
0.037300,0.811336
0.037400,0.784476
0.037500,0.861383
0.037600,0.723645
0.037700,0.623257
0.037800,0.793739
0.037900,0.681223
0.038000,0.700485
0.038100,0.751857
0.038200,0.597756
0.038300,0.606870
0.038400,0.580955
0.038500,0.612749
0.038600,0.665635
0.038700,0.660715
0.038800,0.638724
0.038900,0.544135
0.039000,0.488505
0.039100,0.595263
0.039200,0.556726
0.039300,0.590237
0.039400,0.588463
0.039500,0.545495
0.039600,0.560918
0.039700,0.517815
0.039800,0.515431
0.039900,0.435430
0.040000,0.442624
0.040100,0.441646
0.040200,0.452364
0.040300,0.370584
0.040400,0.394750
0.040500,0.333397
0.040600,0.318480
0.040700,0.343272
0.040800,0.179450
0.040900,0.191553
0.041000,0.159603
0.041100,0.094520
0.041200,0.155014
0.041300,0.204439
0.041400,0.131145
0.041500,0.134137
0.041600,0.158048
0.041700,0.149822
0.041800,0.060359
0.041900,0.112401
0.042000,0.030748
0.042100,-0.033825
0.042200,-0.039333
0.042300,-0.100919
0.042400,-0.088276
0.042500,-0.078531
0.042600,-0.037099
0.042700,-0.007887
0.042800,-0.179801
0.042900,-0.108068
0.043000,-0.197140
0.043100,-0.139308
0.043200,-0.188193
0.043300,-0.292587
0.043400,-0.174975
0.043500,-0.273065
0.043600,-0.292135
0.043700,-0.342867
0.043800,-0.347447
0.043900,-0.320193
0.044000,-0.379473
0.044100,-0.383620
0.044200,-0.413646
0.044300,-0.399051
0.044400,-0.517201
0.044500,-0.610474
0.044600,-0.521365
0.044700,-0.630825
0.044800,-0.599355
0.044900,-0.677912
0.045000,-0.746624
0.045100,-0.766406
0.045200,-0.730643
0.045300,-0.769021
0.045400,-0.914140
0.045500,-0.954119
0.045600,-0.952317
0.045700,-1.091580
0.045800,-1.074656
0.045900,-1.133128
0.046000,-1.154841
0.046100,-1.248744
0.046200,-1.320595
0.046300,-1.375976
0.046400,-1.356255
0.046500,-1.347915
0.046600,-1.360479
0.046700,-1.265760
0.046800,-1.319835
0.046900,-1.431231
0.047000,-1.369011
0.047100,-1.405124
0.047200,-1.392324
0.047300,-1.357031
0.047400,-1.318314
0.047500,-1.343961
0.047600,-1.246283
0.047700,-1.323844
0.047800,-1.228574
0.047900,-1.056143
0.048000,-1.127154
0.048100,-1.014266
0.048200,-1.024534
0.048300,-0.939079
0.048400,-0.906081
0.048500,-0.843322
0.048600,-0.802119
0.048700,-0.667125
0.048800,-0.654254
0.048900,-0.499383
0.049000,-0.397752
0.049100,-0.351842
0.049200,-0.301865
0.049300,-0.181907
0.049400,-0.137196
0.049500,0.007324
0.049600,-0.049669
0.049700,0.105116
0.049800,0.100598
0.049900,0.201504
0.050000,0.418097
0.050100,0.465513
0.050200,0.452538
0.050300,0.477786
0.050400,0.465490
0.050500,0.643552
0.050600,0.844796
0.050700,0.794473
0.050800,0.789511
0.050900,0.881251
0.051000,0.816177
0.051100,0.911313
0.051200,0.958876
0.051300,0.973160
0.051400,1.036511
0.051500,1.029784
0.051600,1.057779
0.051700,0.998167
0.051800,1.082311
0.051900,1.120532
0.052000,0.989309
0.052100,0.989474
0.052200,1.094255
0.052300,1.009333
0.052400,1.078615
0.052500,0.974173
0.052600,1.055540
0.052700,0.974715
0.052800,0.965516
0.052900,1.014647
0.053000,0.901693
0.053100,0.855864
0.053200,0.863585
0.053300,0.891847
0.053400,0.774431
0.053500,0.868482
0.053600,0.794065
0.053700,0.863379
0.053800,0.671914
0.053900,0.738632
0.054000,0.680684
0.054100,0.711458
0.054200,0.753612
0.054300,0.721385
0.054400,0.707403
0.054500,0.702378
0.054600,0.711232
0.054700,0.641732
0.054800,0.718868
0.054900,0.708192
0.055000,0.685901
0.055100,0.686011
0.055200,0.664374
0.055300,0.742401
0.055400,0.627007
0.055500,0.606242
0.055600,0.573583
0.055700,0.548657
0.055800,0.526333
0.055900,0.531619
0.056000,0.559196
0.056100,0.565251
0.056200,0.536016
0.056300,0.479214
0.056400,0.545650
0.056500,0.519901
0.056600,0.456414
0.056700,0.412439
0.056800,0.452477
0.056900,0.413777
0.057000,0.310724
0.057100,0.358000
0.057200,0.352378
0.057300,0.271873
0.057400,0.303733
0.057500,0.198785
0.057600,0.315619
0.057700,0.288584
0.057800,0.191120
0.057900,0.199741
0.058000,0.039233
0.058100,0.080473
0.058200,0.102617
0.058300,0.043206
0.058400,0.112558
0.058500,0.157257
0.058600,-0.020359
0.058700,-0.021816
0.058800,0.013885
0.058900,0.065144
0.059000,-0.093700
0.059100,-0.037024
0.059200,0.024878
0.059300,-0.165410
0.059400,-0.163548
0.059500,-0.137511
0.059600,-0.159491
0.059700,-0.110394
0.059800,-0.157077
0.059900,-0.276758
0.060000,-0.181942
0.060100,-0.257283
0.060200,-0.186495
0.060300,-0.304648
0.060400,-0.329500
0.060500,-0.296458
0.060600,-0.312739
0.060700,-0.357438
0.060800,-0.494712
0.060900,-0.415771
0.061000,-0.528278
0.061100,-0.500313
0.061200,-0.620351
0.061300,-0.565431
0.061400,-0.668053
0.061500,-0.733094
0.061600,-0.675618
0.061700,-0.742500
0.061800,-0.829275
0.061900,-0.770503
0.062000,-0.909823
0.062100,-0.930883
0.062200,-0.963423
0.062300,-1.051610
0.062400,-1.039889
0.062500,-1.131673
0.062600,-1.165537
0.062700,-1.114841
0.062800,-1.270746
0.062900,-1.372490
0.063000,-1.201499
0.063100,-1.181518
0.063200,-1.352622
0.063300,-1.448723
0.063400,-1.382805
0.063500,-1.392622
0.063600,-1.394247
0.063700,-1.442075
0.063800,-1.354136
0.063900,-1.348520
0.064000,-1.435925
0.064100,-1.307472
0.064200,-1.215772
0.064300,-1.280543
0.064400,-1.271559
0.064500,-1.222253
0.064600,-1.139888
0.064700,-1.207889
0.064800,-1.059249
0.064900,-1.028753
0.065000,-0.854518
0.065100,-0.889517
0.065200,-0.727862
0.065300,-0.793794
0.065400,-0.633876
0.065500,-0.569576
0.065600,-0.549393
0.065700,-0.415976
0.065800,-0.282067
0.065900,-0.276108
0.066000,-0.261556
0.066100,-0.095124
0.066200,-0.057330
0.066300,0.051620
0.066400,0.144111
0.066500,0.140482
0.066600,0.220314
0.066700,0.397950
0.066800,0.417561
0.066900,0.382126
0.067000,0.612832
0.067100,0.646769
0.067200,0.653164
0.067300,0.674712
0.067400,0.829909
0.067500,0.848935
0.067600,0.989679
0.067700,0.926359
0.067800,0.955272
0.067900,0.953867
0.068000,1.025250
0.068100,1.033848
0.068200,1.079485
0.068300,1.001427
0.068400,1.012792
0.068500,1.014361
0.068600,1.078517
0.068700,1.111702
0.068800,1.009043
0.068900,1.003601
0.069000,1.031311
0.069100,0.992264
0.069200,1.039540
0.069300,0.865430
0.069400,0.921714
0.069500,0.908148
0.069600,0.814888
0.069700,0.865995
0.069800,0.851523
0.069900,0.870342
0.070000,0.919338
0.070100,0.835046
0.070200,0.779805
0.070300,0.813081
0.070400,0.853585
0.070500,0.738195
0.070600,0.728034
0.070700,0.788777
0.070800,0.737770
0.070900,0.769904
0.071000,0.726175
0.071100,0.751854
0.071200,0.655445
0.071300,0.697454
0.071400,0.678721
0.071500,0.619896
0.071600,0.594081
0.071700,0.698126
0.071800,0.637784
0.071900,0.595507
0.072000,0.632791
0.072100,0.684565
0.072200,0.504181
0.072300,0.532841
0.072400,0.550305
0.072500,0.657539
0.072600,0.585839
0.072700,0.596462
0.072800,0.486601
0.072900,0.472258
0.073000,0.534362
0.073100,0.497745
0.073200,0.504279
0.073300,0.448659
0.073400,0.452392
0.073500,0.426137
0.073600,0.436243
0.073700,0.416287
0.073800,0.273070
0.073900,0.219468
0.074000,0.359423
0.074100,0.346062
0.074200,0.212919
0.074300,0.148262
0.074400,0.223634
0.074500,0.242862
0.074600,0.264128
0.074700,0.178350
0.074800,0.112657
0.074900,0.065762
0.075000,0.090669
0.075100,0.055334
0.075200,0.000275
0.075300,0.134717
0.075400,0.103284
0.075500,0.053030
0.075600,-0.067213
0.075700,0.004512
0.075800,-0.023080
0.075900,-0.049608
0.076000,-0.025886
0.076100,-0.073313
0.076200,-0.085000
0.076300,-0.107415
0.076400,-0.139959
0.076500,-0.264538
0.076600,-0.190295
0.076700,-0.242304
0.076800,-0.299538
0.076900,-0.173667
0.077000,-0.194797
0.077100,-0.238158
0.077200,-0.319704
0.077300,-0.292828
0.077400,-0.389254
0.077500,-0.410855
0.077600,-0.508460
0.077700,-0.468373
0.077800,-0.521249
0.077900,-0.626996
0.078000,-0.603484
0.078100,-0.645323
0.078200,-0.593085
0.078300,-0.680929
0.078400,-0.768605
0.078500,-0.800923
0.078600,-0.855747
0.078700,-0.912852
0.078800,-1.001453
0.078900,-0.999091
0.079000,-1.072325
0.079100,-1.139970
0.079200,-1.092951
0.079300,-1.138296
0.079400,-1.284492
0.079500,-1.236202
0.079600,-1.212473
0.079700,-1.238442
0.079800,-1.265894
0.079900,-1.337363
0.080000,-1.399737
0.080100,-1.425640
0.080200,-1.363748
0.080300,-1.366879
0.080400,-1.321499
0.080500,-1.325895
0.080600,-1.377422
0.080700,-1.417741
0.080800,-1.350962
0.080900,-1.298370
0.081000,-1.288335
0.081100,-1.270968
0.081200,-1.188218
0.081300,-1.179940
0.081400,-1.135295
0.081500,-1.032954
0.081600,-1.008995
0.081700,-0.913075
0.081800,-0.844330
0.081900,-0.844337
0.082000,-0.737829
0.082100,-0.565690
0.082200,-0.617307
0.082300,-0.584886
0.082400,-0.490650
0.082500,-0.313694
0.082600,-0.230718
0.082700,-0.155219
0.082800,-0.006095
0.082900,-0.118727
0.083000,0.115204
0.083100,0.252347
0.083200,0.194753
0.083300,0.306660
0.083400,0.359822
0.083500,0.421569
0.083600,0.515520
0.083700,0.665235
0.083800,0.744026
0.083900,0.689745
0.084000,0.852125
0.084100,0.804818
0.084200,0.932654
0.084300,0.877960
0.084400,0.922554
0.084500,0.963401
0.084600,1.129009
0.084700,1.033476
0.084800,0.972422
0.084900,1.069284
0.085000,1.012139
0.085100,1.011684
0.085200,1.084298
0.085300,1.040105
0.085400,1.049390
0.085500,1.030551
0.085600,1.038810
0.085700,1.033360
0.085800,0.903660
0.085900,1.020759
0.086000,0.924033
0.086100,0.885752
0.086200,0.938947
0.086300,0.929559
0.086400,0.873879
0.086500,0.933194
0.086600,0.807692
0.086700,0.837837
0.086800,0.812683
0.086900,0.823814
0.087000,0.824867
0.087100,0.745944
0.087200,0.818651
0.087300,0.772395
0.087400,0.662173
0.087500,0.647070
0.087600,0.733287
0.087700,0.712385
0.087800,0.708355
0.087900,0.702709
0.088000,0.706369
0.088100,0.733762
0.088200,0.622314
0.088300,0.610854
0.088400,0.606353
0.088500,0.666902
0.088600,0.705901
0.088700,0.612938
0.088800,0.499825
0.088900,0.529574
0.089000,0.562358
0.089100,0.564659
0.089200,0.559895
0.089300,0.569196
0.089400,0.537778
0.089500,0.591050
0.089600,0.489111
0.089700,0.463238
0.089800,0.512871
0.089900,0.393881
0.090000,0.471089
0.090100,0.436935
0.090200,0.403966
0.090300,0.469685
0.090400,0.337581
0.090500,0.449703
0.090600,0.313086
0.090700,0.237945
0.090800,0.282599
0.090900,0.202564
0.091000,0.196124
0.091100,0.231052
0.091200,0.216706
0.091300,0.135859
0.091400,0.194759
0.091500,0.182123
0.091600,0.175402
0.091700,0.109909
0.091800,0.131987
0.091900,-0.049318
0.092000,0.010246
0.092100,-0.035305
0.092200,-0.003652
0.092300,-0.055465
0.092400,-0.052177
0.092500,0.033478
0.092600,-0.085765
0.092700,-0.073236
0.092800,-0.122306
0.092900,-0.123924
0.093000,-0.144812
0.093100,-0.140626
0.093200,-0.123373
0.093300,-0.118672
0.093400,-0.205909
0.093500,-0.213337
0.093600,-0.322983
0.093700,-0.293773
0.093800,-0.267719
0.093900,-0.298289
0.094000,-0.359431
0.094100,-0.355733
0.094200,-0.407204
0.094300,-0.405069
0.094400,-0.485593
0.094500,-0.554416
0.094600,-0.557934
0.094700,-0.760780
0.094800,-0.635940
0.094900,-0.879502
0.095000,-0.826240
0.095100,-0.761257
0.095200,-0.804318
0.095300,-0.930992
0.095400,-0.953215
0.095500,-0.893602
0.095600,-1.030330
0.095700,-0.937151
0.095800,-1.091406
0.095900,-1.111433
0.096000,-1.089693
0.096100,-1.200524
0.096200,-1.291233
0.096300,-1.277814
0.096400,-1.302166
0.096500,-1.393219
0.096600,-1.358611
0.096700,-1.399731
0.096800,-1.328916
0.096900,-1.381396
0.097000,-1.400536
0.097100,-1.390079
0.097200,-1.366950
0.097300,-1.335457
0.097400,-1.399259
0.097500,-1.379078
0.097600,-1.244242
0.097700,-1.287364
0.097800,-1.299733
0.097900,-1.163836
0.098000,-1.115139
0.098100,-1.162463
0.098200,-1.017636
0.098300,-0.931339
0.098400,-0.884523
0.098500,-0.803203
0.098600,-0.833358
0.098700,-0.672088
0.098800,-0.626808
0.098900,-0.556802
0.099000,-0.408489
0.099100,-0.296204
0.099200,-0.197834
0.099300,-0.138865
0.099400,-0.127249
0.099500,-0.021818
0.099600,0.080243
0.099700,0.127955
0.099800,0.206677
0.099900,0.317445
0.100000,0.346940
0.100100,0.384290
0.100200,0.467788
0.100300,0.584606
0.100400,0.613866
0.100500,0.687738
0.100600,0.757279
0.100700,0.753986
0.100800,0.855302
0.100900,0.876940
0.101000,0.832484
0.101100,0.998294
0.101200,0.928864
0.101300,0.894710
0.101400,0.944719
0.101500,0.961499
0.101600,1.026971
0.101700,1.018893
0.101800,1.020578
0.101900,1.070071
0.102000,1.054810
0.102100,1.049661
0.102200,1.047957
0.102300,1.049707
0.102400,0.903026
0.102500,0.978078
0.102600,0.873777
0.102700,0.969944
0.102800,0.952373
0.102900,0.988688
0.103000,0.979163
0.103100,0.913059
0.103200,0.860995
0.103300,0.893488
0.103400,0.826323
0.103500,0.836539
0.103600,0.870310
0.103700,0.778100
0.103800,0.831911
0.103900,0.811830
0.104000,0.717268
0.104100,0.801464
0.104200,0.776157
0.104300,0.735443
0.104400,0.681955
0.104500,0.667377
0.104600,0.674179
0.104700,0.719288
0.104800,0.635744
0.104900,0.696934
0.105000,0.604561
0.105100,0.647981
0.105200,0.655036
0.105300,0.762904
0.105400,0.562496
0.105500,0.695196
0.105600,0.618751
0.105700,0.620829
0.105800,0.594474
0.105900,0.598295
0.106000,0.555046
0.106100,0.621239
0.106200,0.510635
0.106300,0.574102
0.106400,0.468422
0.106500,0.479918
0.106600,0.410798
0.106700,0.467836
0.106800,0.497312
0.106900,0.400510
0.107000,0.373286
0.107100,0.305669
0.107200,0.327812
0.107300,0.237218
0.107400,0.248597
0.107500,0.282866
0.107600,0.314761
0.107700,0.366647
0.107800,0.174416
0.107900,0.253334
0.108000,0.171917
0.108100,0.130728
0.108200,0.138935
0.108300,0.099909
0.108400,0.082358
0.108500,0.036976
0.108600,-0.031433
0.108700,-0.057124
0.108800,0.034775
0.108900,-0.029246
0.109000,-0.062385
0.109100,-0.049050
0.109200,-0.026441
0.109300,-0.073804
0.109400,-0.132297
0.109500,-0.055016
0.109600,-0.054502
0.109700,-0.126296
0.109800,-0.120477
0.109900,-0.125912
0.110000,-0.151208
0.110100,-0.197701
0.110200,-0.220300
0.110300,-0.247286
0.110400,-0.352536
0.110500,-0.288478
0.110600,-0.418676
0.110700,-0.419573
0.110800,-0.345254
0.110900,-0.400662
0.111000,-0.402193
0.111100,-0.525661
0.111200,-0.606777
0.111300,-0.599769
0.111400,-0.622622
0.111500,-0.665013
0.111600,-0.654625
0.111700,-0.772646
0.111800,-0.780974
0.111900,-0.892494
0.112000,-0.865274
0.112100,-0.932333
0.112200,-1.014359
0.112300,-1.032418
0.112400,-1.072655
0.112500,-1.118508
0.112600,-1.056388
0.112700,-1.187895
0.112800,-1.230911
0.112900,-1.356723
0.113000,-1.326756
0.113100,-1.322138
0.113200,-1.366652
0.113300,-1.282796
0.113400,-1.375528
0.113500,-1.313889
0.113600,-1.381665
0.113700,-1.384544
0.113800,-1.387554
0.113900,-1.374556
0.114000,-1.275265
0.114100,-1.458413
0.114200,-1.418483
0.114300,-1.316300
0.114400,-1.253967
0.114500,-1.180648
0.114600,-1.146997
0.114700,-1.140567
0.114800,-1.016517
0.114900,-0.957720
0.115000,-0.937706
0.115100,-0.832675
0.115200,-0.797624
0.115300,-0.766681
0.115400,-0.628348
0.115500,-0.580015
0.115600,-0.505874
0.115700,-0.351198
0.115800,-0.465237
0.115900,-0.330803
0.116000,-0.236312
0.116100,-0.112409
0.116200,-0.024939
0.116300,-0.006629
0.116400,0.098932
0.116500,0.182723
0.116600,0.423969
0.116700,0.463934
0.116800,0.423110
0.116900,0.492185
0.117000,0.516129
0.117100,0.537744
0.117200,0.683013
0.117300,0.690661
0.117400,0.783876
0.117500,0.751457
0.117600,0.832450
0.117700,0.912781
0.117800,0.954198
0.117900,0.983087
0.118000,0.918387
0.118100,1.045328
0.118200,0.976888
0.118300,1.059136
0.118400,1.034031
0.118500,0.969497
0.118600,1.023167
0.118700,1.055052
0.118800,1.062634
0.118900,1.017790
0.119000,1.092196
0.119100,1.054928
0.119200,0.979104
0.119300,1.015525
0.119400,1.059739
0.119500,1.045293
0.119600,0.869506
0.119700,0.867850
0.119800,0.971526
0.119900,0.827483
0.120000,0.797563
0.120100,0.822989
0.120200,0.852357
0.120300,0.810809
0.120400,0.768598
0.120500,0.753282
0.120600,0.737946
0.120700,0.716874
0.120800,0.862928
0.120900,0.752406
0.121000,0.771195
0.121100,0.692317
0.121200,0.697901
0.121300,0.662380
0.121400,0.556670
0.121500,0.611790
0.121600,0.581724
0.121700,0.551350
0.121800,0.595563
0.121900,0.712869
0.122000,0.635378
0.122100,0.692692
0.122200,0.638767
0.122300,0.646800
0.122400,0.551404
0.122500,0.610678
0.122600,0.608146
0.122700,0.529264
0.122800,0.571586
0.122900,0.556544
0.123000,0.484493
0.123100,0.438693
0.123200,0.417636
0.123300,0.462368
0.123400,0.454835
0.123500,0.378605
0.123600,0.398684
0.123700,0.404463
0.123800,0.384974
0.123900,0.409426
0.124000,0.373185
0.124100,0.236611
0.124200,0.348129
0.124300,0.214705
0.124400,0.270926
0.124500,0.199719
0.124600,0.153640
0.124700,0.062151
0.124800,0.122665
0.124900,0.032449
0.125000,0.138461
0.125100,0.146137
0.125200,0.011183
0.125300,0.047378
0.125400,-0.022244
0.125500,-0.035197
0.125600,0.017554
0.125700,-0.040166
0.125800,0.031921
0.125900,-0.095847
0.126000,-0.038402
0.126100,-0.100211
0.126200,-0.082212
0.126300,-0.161619
0.126400,-0.159477
0.126500,-0.181132
0.126600,-0.236279
0.126700,-0.181390
0.126800,-0.203033
0.126900,-0.228080
0.127000,-0.204399
0.127100,-0.233652
0.127200,-0.351212
0.127300,-0.341706
0.127400,-0.421037
0.127500,-0.419827
0.127600,-0.483774
0.127700,-0.407219
0.127800,-0.506083
0.127900,-0.572765
0.128000,-0.541243
0.128100,-0.749867
0.128200,-0.783668
0.128300,-0.685848
0.128400,-0.766154
0.128500,-0.800840
0.128600,-0.924278
0.128700,-0.903868
0.128800,-0.847156
0.128900,-0.950329
0.129000,-1.026535
0.129100,-1.099407
0.129200,-1.138241
0.129300,-1.264319
0.129400,-1.182275
0.129500,-1.187793
0.129600,-1.341039
0.129700,-1.324474
0.129800,-1.375060
0.129900,-1.387576
0.130000,-1.354811
0.130100,-1.475675
0.130200,-1.350265
0.130300,-1.348150
0.130400,-1.398420
0.130500,-1.504929
0.130600,-1.420631
0.130700,-1.293885
0.130800,-1.473907
0.130900,-1.326607
0.131000,-1.337231
0.131100,-1.201844
0.131200,-1.234618
0.131300,-1.134545
0.131400,-1.075619
0.131500,-0.956715
0.131600,-0.999043
0.131700,-0.906478
0.131800,-0.932243
0.131900,-0.727845
0.132000,-0.751793
0.132100,-0.665617
0.132200,-0.560315
0.132300,-0.557198
0.132400,-0.386119
0.132500,-0.266776
0.132600,-0.217617
0.132700,-0.228784
0.132800,-0.072995
0.132900,0.052016
0.133000,0.001507
0.133100,0.120537
0.133200,0.294969
0.133300,0.339155
0.133400,0.418065
0.133500,0.559261
0.133600,0.555261
0.133700,0.626755
