time_s,voltage_v
0.012700,-0.120319
0.012800,-0.094382
0.012900,-0.110099
0.013000,-0.084488
0.013100,-0.134898
0.013200,-0.035198
0.013300,-0.078775
0.013400,-0.141718
0.013500,-0.119268
0.013600,-0.052912
0.013700,-0.026563
0.013800,0.031710
0.013900,0.078136
0.014000,-0.046035
0.014100,-0.115199
0.014200,-0.171059
0.014300,-0.049576
0.014400,-0.101885
0.014500,-0.080061
0.014600,-0.087735
0.014700,-0.061799
0.014800,0.001111
0.014900,-0.041574
0.015000,-0.054419
0.015100,-0.095166
0.015200,-0.123862
0.015300,-0.061051
0.015400,-0.035911
0.015500,0.058791
0.015600,-0.019387
0.015700,0.027010
0.015800,-0.043267
0.015900,-0.073691
0.016000,-0.058826
0.016100,-0.042962
0.016200,0.103572
0.016300,-0.040110
0.016400,0.046638
0.016500,-0.036751
0.016600,0.058569
0.016700,0.034729
0.016800,0.011025
0.016900,0.020064
0.017000,-0.007533
0.017100,0.050463
0.017200,0.008202
0.017300,-0.027706
0.017400,-0.027875
0.017500,0.046919
0.017600,0.119328
0.017700,0.050269
0.017800,0.038047
0.017900,0.059792
0.018000,0.112137
0.018100,0.058959
0.018200,0.028417
0.018300,0.105077
0.018400,0.071832
0.018500,0.127651
0.018600,0.060341
0.018700,-0.009875
0.018800,-0.017026
0.018900,0.133834
0.019000,0.137259
0.019100,0.041780
0.019200,0.031179
0.019300,0.122906
0.019400,-0.006100
0.019500,0.003866
0.019600,0.080062
0.019700,0.027410
0.019800,0.046090
0.019900,0.037348
0.020000,0.061550
0.020100,0.114180
0.020200,0.047461
0.020300,0.074251
0.020400,-0.061330
0.020500,0.037873
0.020600,-0.002712
0.020700,-0.022337
0.020800,-0.006135
0.020900,0.020254
0.021000,0.081960
0.021100,-0.030931
0.021200,0.036163
0.021300,0.009684
0.021400,0.016787
0.021500,0.082602
0.021600,0.058677
0.021700,0.097960
0.021800,0.022693
0.021900,-0.005043
0.022000,0.017901
0.022100,0.040561
0.022200,0.036607
0.022300,-0.027102
0.022400,0.030976
0.022500,0.037190
0.022600,0.150971
0.022700,0.118247
0.022800,-0.018961
0.022900,0.008616
0.023000,-0.050917
0.023100,-0.008024
0.023200,0.036534
0.023300,0.080275
0.023400,-0.017257
0.023500,-0.014307
0.023600,-0.089774
0.023700,0.008637
0.023800,-0.037180
0.023900,-0.011369
0.024000,-0.029585
0.024100,0.008694
0.024200,-0.075334
0.024300,-0.061658
0.024400,0.117297
0.024500,-0.054397
0.024600,-0.045726
0.024700,0.100098
0.024800,0.152645
0.024900,-0.052047
0.025000,-0.012743
0.025100,0.021885
0.025200,0.090377
0.025300,-0.046271
0.025400,-0.010069
0.025500,0.040176
0.025600,0.022150
0.025700,-0.019309
0.025800,-0.008124
0.025900,-0.071131
0.026000,-0.015274
0.026100,-0.017695
0.026200,0.006189
0.026300,-0.034268
0.026400,0.015950
0.026500,0.041837
0.026600,-0.002250
0.026700,0.006290
0.026800,-0.009973
0.026900,-0.014020
0.027000,-0.051557
0.027100,-0.001174
0.027200,-0.023447
0.027300,0.084427
0.027400,0.056722
0.027500,-0.004430
0.027600,-0.063714
0.027700,-0.083079
0.027800,0.030148
0.027900,-0.018272
0.028000,-0.009447
0.028100,-0.122765
0.028200,0.008726
0.028300,-0.017055
0.028400,-0.097440
0.028500,-0.067638
0.028600,-0.033008
0.028700,-0.045682
0.028800,-0.064992
0.028900,-0.057588
0.029000,-0.066983
0.029100,-0.048654
0.029200,0.015481
0.029300,-0.188136
0.029400,-0.073242
0.029500,-0.054043
0.029600,-0.049397
0.029700,-0.083967
0.029800,-0.154217
0.029900,-0.050813
0.030000,0.018510
0.030100,-0.144998
0.030200,-0.025354
0.030300,-0.084999
0.030400,-0.071447
0.030500,-0.120607
0.030600,-0.084038
0.030700,-0.001435
0.030800,-0.036194
0.030900,0.022632
0.031000,-0.003541
0.031100,-0.038660
0.031200,0.028601
0.031300,-0.034413
0.031400,-0.012524
0.031500,-0.066116
0.031600,-0.045139
0.031700,-0.080342
0.031800,0.007165
0.031900,-0.097926
0.032000,0.003541
0.032100,-0.041560
0.032200,0.030183
0.032300,0.012894
0.032400,0.070175
0.032500,0.019520
0.032600,-0.091755
0.032700,-0.012627
0.032800,-0.064015
0.032900,-0.027490
0.033000,0.077779
0.033100,0.037826
0.033200,-0.025342
0.033300,-0.037520
0.033400,0.018259
0.033500,-0.040875
0.033600,-0.010404
0.033700,0.041808
0.033800,0.086873
0.033900,0.062282
0.034000,-0.080155
0.034100,0.052016
0.034200,0.042606
0.034300,0.061721
0.034400,0.123671
0.034500,-0.058655
0.034600,0.016412
0.034700,0.076787
0.034800,-0.030745
0.034900,0.123047
0.035000,0.068410
0.035100,0.092897
0.035200,0.022438
0.035300,0.091939
0.035400,0.104798
0.035500,0.063008
0.035600,0.062949
0.035700,0.064497
0.035800,0.007460
0.035900,0.042803
0.036000,0.042022
0.036100,0.068212
0.036200,0.098364
0.036300,-0.005278
0.036400,0.040629
0.036500,0.120146
0.036600,0.008060
0.036700,0.003271
0.036800,0.053631
0.036900,0.084858
0.037000,0.042333
0.037100,0.107336
0.037200,0.082861
0.037300,0.081257
0.037400,0.066031
0.037500,0.153883
0.037600,0.026435
0.037700,-0.064272
0.037800,0.115347
0.037900,0.011498
0.038000,0.039044
0.038100,0.098411
0.038200,-0.047882
0.038300,-0.031040
0.038400,-0.049199
0.038500,-0.009511
0.038600,0.051515
0.038700,0.055084
0.038800,0.042031
0.038900,-0.043080
0.039000,-0.088609
0.039100,0.028946
0.039200,0.001964
0.039300,0.047837
0.039400,0.059270
0.039500,0.030376
0.039600,0.060750
0.039700,0.033470
0.039800,0.047764
0.039900,-0.014735
0.040000,0.010742
0.040100,0.028772
0.040200,0.059158
0.040300,-0.002369
0.040400,0.042553
0.040500,0.002370
0.040600,0.008945
0.040700,0.055451
0.040800,-0.086530
0.040900,-0.052557
0.041000,-0.062701
0.041100,-0.106133
0.041200,-0.024226
0.041300,0.046298
0.041400,-0.006279
0.041500,0.016994
0.041600,0.060705
0.041700,0.071767
0.041800,0.001062
0.041900,0.071332
0.042000,0.007387
0.042100,-0.039969
0.042200,-0.028709
0.042300,-0.073918
0.042400,-0.045216
0.042500,-0.019649
0.042600,0.037470
0.042700,0.082340
0.042800,-0.073828
0.042900,0.013866
0.043000,-0.058899
0.043100,0.015722
0.043200,-0.015755
0.043300,-0.101986
0.043400,0.034679
0.043500,-0.043338
0.043600,-0.041197
0.043700,-0.069466
0.043800,-0.050233
0.043900,0.002270
0.044000,-0.030258
0.044100,-0.006098
0.044200,-0.006233
0.044300,0.039846
0.044400,-0.045242
0.044500,-0.103914
0.044600,0.021274
0.044700,-0.050718
0.044800,0.019494
0.044900,-0.019185
0.045000,-0.047047
0.045100,-0.025194
0.045200,0.052777
0.045300,0.056948
0.045400,-0.045533
0.045500,-0.043056
0.045600,0.000734
0.045700,-0.097309
0.045800,-0.040243
0.045900,-0.059968
0.046000,-0.044654
0.046100,-0.103573
0.046200,-0.142806
0.046300,-0.168255
0.046400,-0.121596
0.046500,-0.089612
0.046600,-0.082109
0.046700,0.028833
0.046800,-0.013109
0.046900,-0.116684
0.047000,-0.051148
0.047100,-0.088620
0.047200,-0.081991
0.047300,-0.057782
0.047400,-0.035134
0.047500,-0.081867
0.047600,-0.010293
0.047700,-0.118935
0.047800,-0.059649
0.047900,0.072009
0.048000,-0.044418
0.048100,0.018594
0.048200,-0.045791
0.048300,-0.018447
0.048400,-0.047275
0.048500,-0.049749
0.048600,-0.076854
0.048700,-0.012891
0.048800,-0.073398
0.048900,0.006135
0.049000,0.030873
0.049100,-0.001255
0.049200,-0.030045
0.049300,0.010836
0.049400,-0.023423
0.049500,0.042646
0.049600,-0.091876
0.049700,-0.013311
0.049800,-0.092363
0.049900,-0.063950
0.050000,0.082523
0.050100,0.062505
0.050200,-0.014939
0.050300,-0.050937
0.050400,-0.121034
0.050500,0.002864
0.050600,0.153739
0.050700,0.056970
0.050800,0.009575
0.050900,0.062953
0.051000,-0.036390
0.051100,0.028564
0.051200,0.049988
0.051300,0.042107
0.051400,0.087166
0.051500,0.065891
0.051600,0.082932
0.051700,0.015783
0.051800,0.095615
0.051900,0.132537
0.052000,0.002800
0.052100,0.007001
0.052200,0.118122
0.052300,0.041591
0.052400,0.121065
0.052500,0.028361
0.052600,0.122763
0.052700,0.056028
0.052800,0.061737
0.052900,0.126373
0.053000,0.029308
0.053100,-0.000442
0.053200,0.023370
0.053300,0.067573
0.053400,-0.034192
0.053500,0.075097
0.053600,0.015408
0.053700,0.098860
0.053800,-0.079115
0.053900,0.000406
0.054000,-0.045439
0.054100,-0.003263
0.054200,0.049612
0.054300,0.027467
0.054400,0.022977
0.054500,0.026923
0.054600,0.044306
0.054700,-0.017018
0.054800,0.068040
0.054900,0.065134
0.055000,0.050567
0.055100,0.058468
0.055200,0.044795
0.055300,0.131067
0.055400,0.024300
0.055500,0.012643
0.055600,-0.010339
0.055700,-0.024939
0.055800,-0.036220
0.055900,-0.019115
0.056000,0.021103
0.056100,0.040652
0.056200,0.025783
0.056300,-0.015777
0.056400,0.066770
0.056500,0.057979
0.056600,0.012259
0.056700,-0.013185
0.056800,0.046089
0.056900,0.027260
0.057000,-0.055361
0.057100,0.012819
0.057200,0.028485
0.057300,-0.030445
0.057400,0.023183
0.057500,-0.059903
0.057600,0.078790
0.057700,0.073519
0.057800,-0.002365
0.057900,0.027573
0.058000,-0.111957
0.058100,-0.050139
0.058200,-0.007871
0.058300,-0.047650
0.058400,0.040815
0.058500,0.104095
0.058600,-0.055468
0.058700,-0.039385
0.058800,0.013378
0.058900,0.081268
0.059000,-0.061314
0.059100,0.011332
0.059200,0.088999
0.059300,-0.085624
0.059400,-0.068089
0.059500,-0.026248
0.059600,-0.032166
0.059700,0.033383
0.059800,0.003680
0.059900,-0.098356
0.060000,0.014905
0.060100,-0.041057
0.060200,0.050170
0.060300,-0.046367
0.060400,-0.048316
0.060500,0.009009
0.060600,0.018472
0.060700,0.001038
0.060800,-0.107403
0.060900,0.001960
0.061000,-0.078535
0.061100,-0.016989
0.061200,-0.101925
0.061300,-0.010452
0.061400,-0.075168
0.061500,-0.101071
0.061600,-0.003373
0.061700,-0.029122
0.061800,-0.074046
0.061900,0.027074
0.062000,-0.069638
0.062100,-0.048090
0.062200,-0.038297
0.062300,-0.084718
0.062400,-0.032102
0.062500,-0.084173
0.062600,-0.079827
0.062700,0.007251
0.062800,-0.114423
0.062900,-0.184409
0.063000,0.015549
0.063100,0.061403
0.063200,-0.087219
0.063300,-0.164506
0.063400,-0.083702
0.063500,-0.082800
0.063600,-0.078084
0.063700,-0.124139
0.063800,-0.039149
0.063900,-0.041331
0.064000,-0.141476
0.064100,-0.030763
0.064200,0.038177
0.064300,-0.054363
0.064400,-0.078105
0.064500,-0.066393
0.064600,-0.026368
0.064700,-0.141293
0.064800,-0.043968
0.064900,-0.068950
0.065000,0.045904
0.065100,-0.052092
0.065200,0.043267
0.065300,-0.091922
0.065400,-0.003859
0.065500,-0.013635
0.065600,-0.069353
0.065700,-0.013257
0.065800,0.042324
0.065900,-0.030633
0.066000,-0.095169
0.066100,-0.007579
0.066200,-0.047973
0.066300,-0.016158
0.066400,0.000634
0.066500,-0.076887
0.066600,-0.068793
0.066700,0.039585
0.066800,-0.007279
0.066900,-0.106135
0.067000,0.064448
0.067100,0.041777
0.067200,-0.004743
0.067300,-0.032268
0.067400,0.077812
0.067500,0.055757
0.067600,0.159503
0.067700,0.063279
0.067800,0.063364
0.067900,0.037155
0.068000,0.087676
0.068100,0.079244
0.068200,0.111550
0.068300,0.023697
0.068400,0.028624
0.068500,0.026908
0.068600,0.090719
0.068700,0.126267
0.068800,0.028440
0.068900,0.030049
0.069000,0.066779
0.069100,0.038468
0.069200,0.097941
0.069300,-0.062755
0.069400,0.007917
0.069500,0.009482
0.069600,-0.068122
0.069700,-0.001042
0.069800,0.000588
0.069900,0.035465
0.070000,0.100319
0.070100,0.031553
0.070200,-0.008609
0.070300,0.039206
0.070400,0.093637
0.070500,-0.008489
0.070600,-0.006079
0.070700,0.066531
0.070800,0.026696
0.070900,0.069334
0.071000,0.035483
0.071100,0.070472
0.071200,-0.017122
0.071300,0.033288
0.071400,0.022636
0.071500,-0.028331
0.071600,-0.046403
0.071700,0.065377
0.071800,0.012871
0.071900,-0.021360
0.072000,0.024285
0.072100,0.084837
0.072200,-0.086259
0.072300,-0.047715
0.072400,-0.019693
0.072500,0.098838
0.072600,0.039226
0.072700,0.062771
0.072800,-0.033307
0.072900,-0.032992
0.073000,0.044646
0.073100,0.024425
0.073200,0.048191
0.073300,0.010599
0.073400,0.033105
0.073500,0.026306
0.073600,0.056479
0.073700,0.057121
0.073800,-0.065053
0.073900,-0.097261
0.074000,0.064345
0.074100,0.072793
0.074200,-0.038479
0.074300,-0.081297
0.074400,0.015787
0.074500,0.056516
0.074600,0.098993
0.074700,0.034067
0.074800,-0.011194
0.074900,-0.038125
0.075000,0.006242
0.075100,-0.010156
0.075200,-0.046812
0.075300,0.105509
0.075400,0.091453
0.075500,0.058112
0.075600,-0.045631
0.075700,0.042250
0.075800,0.030549
0.075900,0.019741
0.076000,0.059118
0.076100,0.027393
0.076200,0.031581
0.076300,0.025343
0.076400,0.009412
0.076500,-0.097980
0.076600,-0.005840
0.076700,-0.039107
0.076800,-0.076623
0.076900,0.070067
0.077000,0.070970
0.077100,0.050963
0.077200,-0.005822
0.077300,0.047300
0.077400,-0.021343
0.077500,-0.013583
0.077600,-0.080235
0.077700,-0.007608
0.077800,-0.026390
0.077900,-0.096542
0.078000,-0.036014
0.078100,-0.039522
0.078200,0.052233
0.078300,0.004934
0.078400,-0.041346
0.078500,-0.031622
0.078600,-0.043984
0.078700,-0.058451
0.078800,-0.104504
0.078900,-0.059966
0.079000,-0.091689
0.079100,-0.118798
0.079200,-0.032532
0.079300,-0.040240
0.079400,-0.150735
0.079500,-0.069003
0.079600,-0.014412
0.079700,-0.012410
0.079800,-0.015089
0.079900,-0.065267
0.080000,-0.110110
0.080100,-0.122490
0.080200,-0.051316
0.080300,-0.049609
0.080400,-0.004014
0.080500,-0.012963
0.080600,-0.073927
0.080700,-0.128647
0.080800,-0.081282
0.080900,-0.053122
0.081000,-0.072516
0.081100,-0.089509
0.081200,-0.045951
0.081300,-0.081561
0.081400,-0.085327
0.081500,-0.035715
0.081600,-0.068566
0.081700,-0.033265
0.081800,-0.028654
0.081900,-0.095983
0.082000,-0.059639
0.082100,0.039862
0.082200,-0.086483
0.082300,-0.130482
0.082400,-0.113949
0.082500,-0.015563
0.082600,-0.011608
0.082700,-0.015160
0.082800,0.055295
0.082900,-0.135218
0.083000,0.022014
0.083100,0.084022
0.083200,-0.046785
0.083300,-0.005824
0.083400,-0.021024
0.083500,-0.024764
0.083600,0.006840
0.083700,0.097582
0.083800,0.120977
0.083900,0.015047
0.084000,0.129663
0.084100,0.038577
0.084200,0.126689
0.084300,0.036361
0.084400,0.049413
0.084500,0.062781
0.084600,0.204910
0.084700,0.089806
0.084800,0.012971
0.084900,0.097699
0.085000,0.031900
0.085100,0.026081
0.085200,0.096415
0.085300,0.052806
0.085400,0.065303
0.085500,0.052063
0.085600,0.068059
0.085700,0.072229
0.085800,-0.046221
0.085900,0.083508
0.086000,0.000547
0.086100,-0.023072
0.086200,0.045452
0.086300,0.051848
0.086400,0.012204
0.086500,0.087625
0.086600,-0.021870
0.086700,0.024037
0.086800,0.014271
0.086900,0.040310
0.087000,0.055705
0.087100,-0.009507
0.087200,0.076235
0.087300,0.042316
0.087400,-0.056272
0.087500,-0.060430
0.087600,0.036077
0.087700,0.024856
0.087800,0.029963
0.087900,0.032984
0.088000,0.044928
0.088100,0.080316
0.088200,-0.023324
0.088300,-0.027056
0.088400,-0.023801
0.088500,0.044642
0.088600,0.091781
0.088700,0.007307
0.088800,-0.096868
0.088900,-0.057642
0.089000,-0.014756
0.089100,-0.001658
0.089200,0.005133
0.089300,0.026797
0.089400,0.008585
0.089500,0.075931
0.089600,-0.011057
0.089700,-0.021107
0.089800,0.045204
0.089900,-0.056284
0.090000,0.039207
0.090100,0.024061
0.090200,0.010759
0.090300,0.096732
0.090400,-0.014616
0.090500,0.118677
0.090600,0.003550
0.090700,-0.049876
0.090800,0.016619
0.090900,-0.041546
0.091000,-0.026180
0.091100,0.030400
0.091200,0.037466
0.091300,-0.022282
0.091400,0.057336
0.091500,0.064980
0.091600,0.078059
0.091700,0.031853
0.091800,0.072690
0.091900,-0.090388
0.092000,-0.013115
0.092100,-0.041449
0.092200,0.006973
0.092300,-0.028463
0.092400,-0.009117
0.092500,0.092361
0.092600,-0.011195
0.092700,0.016991
0.092800,-0.016333
0.092900,-0.001990
0.093000,-0.006571
0.093100,0.014404
0.093200,0.049065
0.093300,0.071929
0.093400,0.003746
0.093500,0.016389
0.093600,-0.072045
0.093700,-0.020372
0.093800,0.029495
0.093900,0.024174
0.094000,-0.010215
0.094100,0.021789
0.094200,0.000210
0.094300,0.033828
0.094400,-0.013635
0.094500,-0.047856
0.094600,-0.015295
0.094700,-0.180674
0.094800,-0.017092
0.094900,-0.220775
0.095000,-0.126663
0.095100,-0.020045
0.095200,-0.020898
0.095300,-0.105023
0.095400,-0.084608
0.095500,0.017461
0.095600,-0.077279
0.095700,0.057120
0.095800,-0.056992
0.095900,-0.038273
0.096000,0.020495
0.096100,-0.055353
0.096200,-0.113445
0.096300,-0.070092
0.096400,-0.067507
0.096500,-0.134915
0.096600,-0.080241
0.096700,-0.105138
0.096800,-0.022190
0.096900,-0.066848
0.097000,-0.082673
0.097100,-0.073575
0.097200,-0.056616
0.097300,-0.036208
0.097400,-0.116078
0.097500,-0.116984
0.097600,-0.008251
0.097700,-0.082455
0.097800,-0.130808
0.097900,-0.035684
0.098000,-0.032404
0.098100,-0.129602
0.098200,-0.038893
0.098300,-0.010707
0.098400,-0.025716
0.098500,-0.009630
0.098600,-0.108094
0.098700,-0.017854
0.098800,-0.045952
0.098900,-0.051284
0.099000,0.020136
0.099100,0.054382
0.099200,0.073986
0.099300,0.053878
0.099400,-0.013476
0.099500,0.013505
0.099600,0.038035
0.099700,0.009528
0.099800,0.013716
0.099900,0.051990
0.100000,0.011366
0.100100,-0.018719
0.100200,0.000312
0.100300,0.055883
0.100400,0.027342
0.100500,0.047049
0.100600,0.066223
0.100700,0.016484
0.100800,0.075366
0.100900,0.058641
0.101000,-0.020082
0.101100,0.115545
0.101200,0.019977
0.101300,-0.036343
0.101400,-0.004626
0.101500,-0.002393
0.101600,0.052124
0.101700,0.036509
0.101800,0.033883
0.101900,0.082075
0.102000,0.068302
0.102100,0.067188
0.102200,0.071824
0.102300,0.081965
0.102400,-0.054524
0.102500,0.032266
0.102600,-0.058999
0.102700,0.051257
0.102800,0.048594
0.102900,0.100414
0.103000,0.106779
0.103100,0.056753
0.103200,0.020780
0.103300,0.069214
0.103400,0.017700
0.103500,0.043154
0.103600,0.091653
0.103700,0.013581
0.103800,0.080882
0.103900,0.073605
0.104000,-0.008856
0.104100,0.086743
0.104200,0.072157
0.104300,0.041524
0.104400,-0.002471
0.104500,-0.008078
0.104600,0.007254
0.104700,0.060539
0.104800,-0.015084
0.104900,0.053876
0.105000,-0.030772
0.105100,0.020438
0.105200,0.035457
0.105300,0.151570
0.105400,-0.040211
0.105500,0.101598
0.105600,0.034830
0.105700,0.047233
0.105800,0.031921
0.105900,0.047562
0.106000,0.016953
0.106100,0.096640
0.106200,0.000402
0.106300,0.079112
0.106400,-0.010457
0.106500,0.017996
0.106600,-0.033357
0.106700,0.042212
0.106800,0.090924
0.106900,0.013994
0.107000,0.007201
0.107100,-0.039513
0.107200,0.003918
0.107300,-0.065100
0.107400,-0.031953
0.107500,0.024177
0.107600,0.077931
0.107700,0.151582
0.107800,-0.019068
0.107900,0.081165
0.108000,0.020727
0.108100,0.000116
0.108200,0.028448
0.108300,0.009053
0.108400,0.010615
0.108500,-0.016186
0.108600,-0.066543
0.108700,-0.074693
0.108800,0.034268
0.108900,-0.013123
0.109000,-0.030000
0.109100,-0.000695
0.109200,0.037681
0.109300,0.005982
0.109400,-0.036838
0.109500,0.056247
0.109600,0.072823
0.109700,0.017481
0.109800,0.040280
0.109900,0.052490
0.110000,0.045639
0.110100,0.018525
0.110200,0.016365
0.110300,0.010996
0.110400,-0.071352
0.110500,0.016989
0.110600,-0.087465
0.110700,-0.061097
0.110800,0.042055
0.110900,0.017069
0.111000,0.047550
0.111100,-0.042337
0.111200,-0.088350
0.111300,-0.044790
0.111400,-0.029736
0.111500,-0.032990
0.111600,0.017620
0.111700,-0.059267
0.111800,-0.025746
0.111900,-0.094917
0.112000,-0.025089
0.112100,-0.049540
0.112200,-0.089233
0.112300,-0.065527
0.112400,-0.064867
0.112500,-0.071008
0.112600,0.029322
0.112700,-0.065804
0.112800,-0.074589
0.112900,-0.168643
0.113000,-0.109708
0.113100,-0.079217
0.113200,-0.101248
0.113300,0.001421
0.113400,-0.076425
0.113500,-0.004067
0.113600,-0.065503
0.113700,-0.066608
0.113800,-0.072567
0.113900,-0.067367
0.114000,0.019184
0.114100,-0.181703
0.114200,-0.164534
0.114300,-0.090120
0.114400,-0.060512
0.114500,-0.024787
0.114600,-0.033476
0.114700,-0.073971
0.114800,-0.001236
0.114900,0.002083
0.115000,-0.037285
0.115100,0.004750
0.115200,-0.026495
0.115300,-0.064809
0.115400,0.001669
0.115500,-0.024074
0.115600,-0.025834
0.115700,0.051521
0.115800,-0.140846
0.115900,-0.085328
0.116000,-0.069924
0.116100,-0.024863
0.116200,-0.015582
0.116300,-0.074407
0.116400,-0.044544
0.116500,-0.034646
0.116600,0.134861
0.116700,0.105569
0.116800,-0.001731
0.116900,0.003923
0.117000,-0.032254
0.117100,-0.067248
0.117200,0.025107
0.117300,-0.016319
0.117400,0.031779
0.117500,-0.041721
0.117600,0.002274
0.117700,0.049701
0.117800,0.062290
0.117900,0.066375
0.118000,-0.019187
0.118100,0.090724
0.118200,0.008953
0.118300,0.081406
0.118400,0.049862
0.118500,-0.017956
0.118600,0.035369
0.118700,0.069617
0.118800,0.082030
0.118900,0.044238
0.119000,0.127664
0.119100,0.101131
0.119200,0.037506
0.119300,0.087340
0.119400,0.145942
0.119500,0.146627
0.119600,-0.013504
0.119700,0.000814
0.119800,0.120592
0.119900,-0.007394
0.120000,-0.021456
0.120100,0.019496
0.120200,0.063943
0.120300,0.036934
0.120400,0.008650
0.120500,0.006598
0.120600,0.003833
0.120700,-0.005372
0.120800,0.151855
0.120900,0.051835
0.121000,0.080503
0.121100,0.010935
0.121200,0.025334
0.121300,-0.001785
0.121400,-0.099415
0.121500,-0.036437
0.121600,-0.058760
0.121700,-0.081399
0.121800,-0.029350
0.121900,0.096001
0.122000,0.026872
0.122100,0.092964
0.122200,0.048327
0.122300,0.066245
0.122400,-0.018593
0.122500,0.051976
0.122600,0.061533
0.122700,-0.004427
0.122800,0.051679
0.122900,0.051295
0.123000,-0.005222
0.123100,-0.034627
0.123200,-0.038452
0.123300,0.024308
0.123400,0.035548
0.123500,-0.021226
0.123600,0.018920
0.123700,0.045297
0.123800,0.046850
0.123900,0.092697
0.124000,0.078107
0.124100,-0.036657
0.124200,0.096732
0.124300,-0.014854
0.124400,0.063079
0.124500,0.013374
0.124600,-0.011494
0.124700,-0.082132
0.124800,-0.001186
0.124900,-0.071438
0.125000,0.054035
0.125100,0.080647
0.125200,-0.035904
0.125300,0.018170
0.125400,-0.034075
0.125500,-0.030115
0.125600,0.039136
0.125700,-0.002428
0.125800,0.085550
0.125900,-0.026498
0.126000,0.046601
0.126100,0.000495
0.126200,0.034369
0.126300,-0.028860
0.126400,-0.010105
0.126500,-0.014574
0.126600,-0.051824
0.126700,0.021807
0.126800,0.019882
0.126900,0.015654
0.127000,0.061369
0.127100,0.055469
0.127200,-0.037330
0.127300,-0.001579
0.127400,-0.053125
0.127500,-0.022555
0.127600,-0.055549
0.127700,0.053546
0.127800,-0.011224
0.127900,-0.042311
0.128000,0.026227
0.128100,-0.144066
0.128200,-0.138351
0.128300,0.000016
0.128400,-0.038895
0.128500,-0.031539
0.128600,-0.112514
0.128700,-0.049467
0.128800,0.049793
0.128900,-0.011204
0.129000,-0.045899
0.129100,-0.078235
0.129200,-0.077822
0.129300,-0.166263
0.129400,-0.048518
0.129500,-0.020594
0.129600,-0.142978
0.129700,-0.098442
0.129800,-0.124254
0.129900,-0.115480
0.130000,-0.065183
0.130100,-0.172525
0.130200,-0.037832
0.130300,-0.030880
0.130400,-0.080936
0.130500,-0.191998
0.130600,-0.117136
0.130700,-0.004792
0.130800,-0.204226
0.130900,-0.081360
0.131000,-0.121412
0.131100,-0.020386
0.131200,-0.092351
0.131300,-0.036165
0.131400,-0.025651
0.131500,0.040523
0.131600,-0.058613
0.131700,-0.026668
0.131800,-0.116567
0.131900,0.020510
0.132000,-0.073602
0.132100,-0.060065
0.132200,-0.029491
0.132300,-0.102794
0.132400,-0.009418
0.132500,0.031355
0.132600,0.001493
0.132700,-0.088724
0.132800,-0.011605
0.132900,0.035525
0.133000,-0.091682
